county_id,GEOID,county,geometry,STATE,Uppm,homes
69,27091,Martin,"POLYGON ((-94.854444 43.848099, -94.368974 43.848047, -94.247123 43.847946, -94.2479674415552 43.5001754767076, -94.390597 43.500468999999995, -94.4428499897182 43.5004785076547, -94.85455506761069 43.5005534191522, -94.854444 43.848099))",MN,1.18041,7.0
70,27021,Cass,"POLYGON ((-94.787126 46.803943, -94.659942 46.803716, -94.670214 47.410151, -94.416387 47.411829999999995, -94.41627899999999 47.444828, -94.327531 47.415844, -94.09511499999999 47.477972, -94.027858 47.408632999999995, -94.042287 47.373112, -93.91150499999999 47.297868, -93.888213 47.318856, -93.77400999999999 47.30506, -93.80882 47.232622, -93.77393 47.211335, -93.775257 47.030418, -93.77602399999999 46.802890999999995, -94.34290999999999 46.805529, -94.330944 46.631147, -94.341679 46.277705, -94.426529 46.332336, -94.534724 46.302797, -94.65346199999999 46.348678, -94.717126 46.351368, -94.731442 46.368604999999995, -94.77912099999999 46.394214999999996, -94.787126 46.803943))",MN,0.544319,5.0
71,27057,Hubbard,"POLYGON ((-95.183216 47.412773, -94.799934 47.409848, -94.670214 47.410151, -94.659942 46.803716, -94.787126 46.803943, -95.16301 46.804719999999996, -95.16917199999999 47.152515, -95.16963299999999 47.325399, -95.183216 47.412773))",MN,0.66992,5.0
72,27027,Clay,"POLYGON ((-96.81907799999999 47.081151999999996, -96.8265691272283 47.150538999999995, -96.194671 47.151149, -96.17410799999999 46.977374999999995, -96.174587 46.717853999999996, -96.17227 46.630708999999996, -96.280977 46.630765, -96.7857861825985 46.6295908492609, -96.78978651304979 46.6357466727167, -96.790523 46.63688, -96.786845 46.692805, -96.788803 46.777575, -96.763973 46.912507, -96.83350399999999 47.01011, -96.81907799999999 47.081151999999996))",MN,1.41027,14.0
73,27025,Chisago,"POLYGON ((-93.14179299999999 45.730657, -92.8407421066255 45.7293967344697, -92.869689 45.715142, -92.886697124409 45.644148, -92.887929 45.639005999999995, -92.881136 45.573409, -92.801503 45.562853999999994, -92.756906 45.557499, -92.728023 45.525652, -92.686793 45.472271, -92.646768 45.437929, -92.658486 45.396058, -92.698967 45.336374, -92.74826767468589 45.296059386509796, -93.01943999999999 45.296929, -93.01956299999999 45.41177, -93.022274 45.557154, -93.14197399999999 45.558108999999995, -93.14179299999999 45.730657))",MN,0.479352,6.0
74,27023,Chippewa,"POLYGON ((-96.036698 45.152206, -95.24649 45.152384, -95.24852 44.89131, -95.482889 44.890712, -95.482843 44.752505, -95.49807799999999 44.789460999999996, -95.736696 44.93604, -95.80428099999999 44.949197, -95.824614 44.986883999999996, -96.036698 45.152206))",MN,1.3148,4.0
75,27033,Cottonwood,"POLYGON ((-95.462547 44.195941999999995, -95.121234 44.195301, -95.10877699999999 44.195043999999996, -95.100892 44.180296, -95.10022099999999 44.108033999999996, -94.859803 44.108016, -94.859388 43.848093, -95.10058599999999 43.847936999999995, -95.452502 43.847953, -95.46242699999999 43.847910999999996, -95.462547 44.195941999999995))",MN,1.40433,4.0
76,27103,Nicollet,"POLYGON ((-94.78063 44.456649999999996, -94.6242 44.45603, -93.92954999999999 44.456716, -93.93268499999999 44.344885, -94.025162 44.256519, -94.01186799999999 44.23952, -94.04667099999999 44.154374, -94.371731 44.264447999999994, -94.491333 44.359676, -94.666062 44.394048, -94.78063 44.456649999999996))",MN,1.28152,4.0
77,27105,Nobles,"POLYGON ((-96.05232 43.84907, -95.46242699999999 43.847910999999996, -95.452502 43.847953, -95.4544322386606 43.500322085250005, -95.486803 43.500246, -95.83442099999999 43.499966, -95.8609462015723 43.4999928849056, -96.05316283451 43.5001877081575, -96.05232 43.84907))",MN,1.49998,3.0
78,27095,Mille Lacs,"POLYGON ((-93.810802 46.234294999999996, -93.796281 46.243199, -93.43064799999999 46.246412, -93.431831 46.153991, -93.432492 45.981398, -93.51808 45.981789, -93.513683 45.734317999999995, -93.51070399999999 45.558772, -93.759435 45.559646, -93.763948 45.822143, -93.810321 45.98308, -93.810362 46.156585, -93.810802 46.234294999999996))",MN,0.810536,2.0
79,27107,Norman,"POLYGON ((-96.8559593490532 47.499173229529006, -96.067621 47.499136, -96.06706899999999 47.151813, -96.194671 47.151149, -96.8265691272283 47.150538999999995, -96.83600959454189 47.2379818754871, -96.84022 47.276981, -96.85748 47.440456999999995, -96.8559593490532 47.499173229529006))",MN,1.30372,3.0
80,27113,Pennington,"POLYGON ((-96.50084299999999 48.174108, -95.59378799999999 48.172916, -95.592287 48.037358999999995, -95.582887 48.020557, -95.582155 47.933966, -95.70961899999999 47.935804999999995, -95.70984 47.96433, -96.48254999999999 47.963595, -96.500901 48.021656, -96.50084299999999 48.174108))",MN,0.928646,3.0
81,27141,Sherburne,"POLYGON ((-94.149467 45.559066, -93.759435 45.559646, -93.51070399999999 45.558772, -93.51007 45.414798, -93.51218999999999 45.245683, -93.521653 45.246618, -93.563987 45.301238, -93.75661 45.294720999999996, -94.047327 45.422861, -94.141989 45.493243, -94.149467 45.559066))",MN,0.504879,8.0
82,27047,Freeborn,"POLYGON ((-93.64828999999999 43.848138999999996, -93.40664199999999 43.84812, -93.04952399999999 43.848442999999996, -93.04919200781649 43.4995574800246, -93.228861 43.499567, -93.4973513252204 43.4995307245117, -93.576728 43.49952, -93.6485330311736 43.4995354896751, -93.64828999999999 43.848138999999996))",MN,1.25133,9.0
83,27075,Lake,"POLYGON ((-91.7972835799087 48.20577591545359, -91.781182 48.200432, -91.71493099999999 48.19913, -91.69236599999999 48.11933, -91.55927199999999 48.108267999999995, -91.542512 48.053267999999996, -91.465499 48.06677, -91.336578 48.069627, -91.250112 48.084087, -91.15610699999999 48.140474999999995, -91.03555 48.189459, -91.0325394612651 48.1905788218987, -91.020737 47.887995, -91.023124 47.464963999999995, -91.146958 47.381464, -91.262512 47.279289999999996, -91.38702099999999 47.187293, -91.456965 47.139156, -91.57381699999999 47.089917, -91.644564 47.026491, -91.73709799999999 46.982853, -91.7939959120814 46.9427806471419, -91.787928 47.546817, -91.79911399999999 47.732178, -91.7972835799087 48.20577591545359))",MN,0.500776,9.0
84,27119,Polk,"POLYGON ((-97.1458449594749 48.1732234829905, -96.50084299999999 48.174108, -96.500901 48.021656, -96.48254999999999 47.963595, -96.482092 47.847428, -96.35270799999999 47.847328, -96.351727 47.7603, -95.837177 47.760894, -95.836827 47.848219, -95.709148 47.848594, -95.70961899999999 47.935804999999995, -95.582155 47.933966, -95.578839 47.673677, -95.553392 47.67361, -95.554248 47.499893, -96.067621 47.499136, -96.8559593490532 47.499173229529006, -96.854073 47.57201, -96.882376 47.649024999999995, -96.89349330133989 47.6721269594437, -96.928506 47.744884, -96.996364 47.844398, -97.037354 47.933279, -97.06898699999999 48.026267, -97.105616 48.091362, -97.146745 48.168555999999995, -97.1458449594749 48.1732234829905))",MN,1.30488,4.0
85,27137,St. Louis,"POLYGON ((-93.0884545352861 48.6268142184965, -92.954876 48.631493, -92.89468699999999 48.594915, -92.72804599999999 48.53929, -92.634931 48.542873, -92.63111699999999 48.508252, -92.657101 48.466915, -92.57563599999999 48.440827, -92.51491 48.448313, -92.45632499999999 48.414204, -92.469948 48.351836, -92.416285 48.295463, -92.369174 48.220268, -92.31466499999999 48.240527, -92.29566799999999 48.278118, -92.295412 48.323957, -92.26227999999999 48.354932999999996, -92.162161 48.363279, -92.055228 48.359213, -92.00013299999999 48.321355, -91.980772 48.247800999999995, -91.89347 48.237699, -91.7972835799087 48.20577591545359, -91.79911399999999 47.732178, -91.787928 47.546817, -91.7939959120814 46.9427806471419, -91.806851 46.933727, -91.906483 46.891236, -92.01340499999999 46.833726999999996, -92.062088 46.804038, -92.01529 46.706469, -92.05081899999999 46.710516999999996, -92.10025499999999 46.734446, -92.143338 46.731595999999996, -92.18309099999999 46.695240999999996, -92.20549199999999 46.664741, -92.292192 46.663242, -92.301676 46.764134, -93.061529 46.766549999999995, -93.055943 47.026415, -93.0695 47.393915, -93.061253 47.720186999999996, -93.081158 47.89187, -93.096488 48.067826, -93.0884545352861 48.6268142184965))",MN,0.622088,116.0
86,27045,Fillmore,"POLYGON ((-92.448965 43.834105, -92.434542 43.848226, -92.079292 43.84708, -91.730424 43.846934999999995, -91.7302169978377 43.5006857009461, -91.824848 43.500684, -92.07980199312829 43.500704885176596, -92.17886299999999 43.500713, -92.44894795143779 43.500414988562696, -92.448965 43.834105))",MN,1.51424,2.0
87,27159,Wadena,"POLYGON ((-95.16301 46.804719999999996, -94.787126 46.803943, -94.77912099999999 46.394214999999996, -94.731442 46.368604999999995, -95.15557 46.36888, -95.15554 46.62994, -95.16371 46.717639999999996, -95.16301 46.804719999999996))",MN,0.510671,5.0
