Country,ISO3c,Year,Project,Item,ItemCnt,Sample,Response,RespN
El Salvador,SLV,2011,lb,ThreeState_lb,ThreeState_lb_El Salvador,1000,0.544544545,545
El Salvador,SLV,2012,lapop,Church_lapop,Church_lapop_El Salvador,1499,0.581721147,872
El Salvador,SLV,2012,lapop,Strong_lapop,Strong_lapop_El Salvador,1499,0.758,1136
El Salvador,SLV,2012,lapop,ThreeState_lapop,ThreeState_lapop_El Salvador,1499,0.631087392,946
El Salvador,SLV,2013,lb,Church_lb,Church_lb_El Salvador,792,0.654,518
El Salvador,SLV,2013,lb,ThreeState_lb,ThreeState_lb_El Salvador,792,0.487,386
El Salvador,SLV,2013,pew,ImpDemoc_pew,ImpDemoc_pew_El Salvador,792,0.8,634
El Salvador,SLV,2013,pew,Strong_pew_1,Strong_pew_1_El Salvador,792,0.6,475
El Salvador,SLV,2013,pew,ThreeState_pew,ThreeState_pew_El Salvador,792,0.61,483
El Salvador,SLV,2014,lapop,Church_lapop,Church_lapop_El Salvador,1512,0.617724868,934
El Salvador,SLV,2014,lapop,ThreeState_lapop,ThreeState_lapop_El Salvador,1512,0.742063492,1122
El Salvador,SLV,2015,lb,Church_lb,Church_lb_El Salvador,1000,0.603,603
El Salvador,SLV,2015,lb,ThreeState_lb,ThreeState_lb_El Salvador,1000,0.414,414
El Salvador,SLV,2016,lapop,Church_lapop,Church_lapop_El Salvador,1551,0.53384913,828
El Salvador,SLV,2016,lb,Church_lb,Church_lb_El Salvador,1000,0.588,588
El Salvador,SLV,2016,lb,ThreeState_lb,ThreeState_lb_El Salvador,1000,0.361,361
El Salvador,SLV,2017,lb,Church_lb,Church_lb_El Salvador,1000,0.5972154,597
El Salvador,SLV,2017,lb,ThreeState_lb,ThreeState_lb_El Salvador,1000,0.3546385,355
El Salvador,SLV,2018,lapop,Church_lapop,Church_lapop_El Salvador,1511,0.563702063,852
El Salvador,SLV,2018,lb,ThreeState_lb,ThreeState_lb_El Salvador,1000,0.277,277
El Salvador,SLV,2020,lb,Church_lb,Church_lb_El Salvador,1000,0.71,710
El Salvador,SLV,2020,lb,ThreeState_lb,ThreeState_lb_El Salvador,1000,0.461,461
Estonia,EST,1991,cdcee,Elec_cdcee,Elec_cdcee_Estonia,943,0.8907741,840
Estonia,EST,1991,cdcee,Strong_cdcee,Strong_cdcee_Estonia,943,0.2014846,190
Estonia,EST,1995,ndb,Army_ndb,Army_ndb_Estonia,1296,0.93595679,1213
Estonia,EST,1995,ndb,Strong_ndb,Strong_ndb_Estonia,1296,0.558641975,724
Estonia,EST,1996,ndb,Army_ndb,Army_ndb_Estonia,971,0.967044284,939
Estonia,EST,1996,ndb,Strong_ndb,Strong_ndb_Estonia,971,0.549948507,534
Estonia,EST,1996,wvs,Army_wvs,Army_wvs_Estonia,971,0.894,868
Estonia,EST,1996,wvs,Church_wvs,Church_wvs_Estonia,971,0.806,783
Estonia,EST,1996,wvs,EvDemoc_wvs,EvDemoc_wvs_Estonia,971,0.810810811,787
Estonia,EST,1996,wvs,Strong_wvs,Strong_wvs_Estonia,971,0.567567568,551
Estonia,EST,1999,evs,Army_evs,Army_evs_Estonia,1005,0.895522388,900
Estonia,EST,1999,evs,Church_evs,Church_evs_Estonia,1005,0.750746269,755
Estonia,EST,1999,evs,EvDemoc_evs,EvDemoc_evs_Estonia,1005,0.70079602,704
Estonia,EST,1999,evs,Strong_evs,Strong_evs_Estonia,1005,0.736716418,740
Estonia,EST,2001,cdcee,Church_cdcee,Church_cdcee_Estonia,1000,0.5495144,550
Estonia,EST,2001,cdcee,Elec_cdcee,Elec_cdcee_Estonia,1000,0.8399348,840
Estonia,EST,2001,ndb,Army_ndb,Army_ndb_Estonia,943,0.949098621,895
Estonia,EST,2001,ndb,Strong_ndb,Strong_ndb_Estonia,943,0.562036055,530
Estonia,EST,2004,ndb,Army_ndb,Army_ndb_Estonia,940,0.942553191,886
Estonia,EST,2004,ndb,Strong_ndb,Strong_ndb_Estonia,940,0.645744681,607
Estonia,EST,2004,ndb,ThreeState_ndb,ThreeState_ndb_Estonia,940,0.441489362,415
Estonia,EST,2008,evs,Army_evs,Army_evs_Estonia,1518,0.917918314,1393
Estonia,EST,2008,evs,Church_evs,Church_evs_Estonia,1518,0.799077734,1213
Estonia,EST,2008,evs,EvDemoc_evs,EvDemoc_evs_Estonia,1518,0.74571805,1132
Estonia,EST,2008,evs,Strong_evs,Strong_evs_Estonia,1518,0.678524374,1030
Estonia,EST,2011,wvs,Army_wvs,Army_wvs_Estonia,1533,0.895104895,1372
Estonia,EST,2011,wvs,EvDemoc_wvs,EvDemoc_wvs_Estonia,1533,0.791208791,1213
Estonia,EST,2011,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Estonia,1533,0.878,1346
Estonia,EST,2011,wvs,Strong_wvs,Strong_wvs_Estonia,1533,0.614,941
Estonia,EST,2012,ess,ImpDemoc_ess,ImpDemoc_ess_Estonia,2318,0.774,1794
Estonia,EST,2018,evs,Army_evs,Army_evs_Estonia,1304,0.85400438,1114
Estonia,EST,2018,evs,Church_evs,Church_evs_Estonia,1304,0.827655099,1079
Estonia,EST,2018,evs,EvDemoc_evs,EvDemoc_evs_Estonia,1304,0.827655099,1079
Estonia,EST,2018,evs,ImpDemoc_evs,ImpDemoc_evs_Estonia,1304,0.871568822,1137
Estonia,EST,2018,evs,Strong_evs,Strong_evs_Estonia,1304,0.708916492,924
Ethiopia,ETH,2007,pew,ImpDemoc_pew,ImpDemoc_pew_Ethiopia,710,0.63,447
Ethiopia,ETH,2007,pew,Strong_pew_1,Strong_pew_1_Ethiopia,710,0.77,547
Ethiopia,ETH,2007,wvs,Army_wvs,Army_wvs_Ethiopia,710,0.716,508
Ethiopia,ETH,2007,wvs,EvDemoc_wvs,EvDemoc_wvs_Ethiopia,710,0.962962963,684
Ethiopia,ETH,2007,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Ethiopia,710,0.970970971,689
Ethiopia,ETH,2007,wvs,Strong_wvs,Strong_wvs_Ethiopia,710,0.662,470
Ethiopia,ETH,2020,wvs,Army_wvs,Army_wvs_Ethiopia,1230,0.634146341,780
Ethiopia,ETH,2020,wvs,EvDemoc_wvs,EvDemoc_wvs_Ethiopia,1230,0.901626016,1109
Ethiopia,ETH,2020,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Ethiopia,1230,0.93495935,1150
Ethiopia,ETH,2020,wvs,Relig_wvs,Relig_wvs_Ethiopia,1230,0.57398374,706
Ethiopia,ETH,2020,wvs,Strong_wvs,Strong_wvs_Ethiopia,1230,0.536585366,660
Finland,FIN,1996,wvs,Army_wvs,Army_wvs_Finland,987,0.837,826
Finland,FIN,1996,wvs,Church_wvs,Church_wvs_Finland,987,0.770770771,761
Finland,FIN,1996,wvs,EvDemoc_wvs,EvDemoc_wvs_Finland,987,0.708,699
Finland,FIN,1996,wvs,Strong_wvs,Strong_wvs_Finland,987,0.685,676
Finland,FIN,1997,eb,ThreeState_eb,ThreeState_eb_Finland,1011,0.775469832,784
Finland,FIN,2000,evs,Army_evs,Army_evs_Finland,1038,0.900770713,935
Finland,FIN,2000,evs,Church_evs,Church_evs_Finland,1038,0.857129094,890
Finland,FIN,2000,evs,EvDemoc_evs,EvDemoc_evs_Finland,1038,0.826300578,858
Finland,FIN,2000,evs,Strong_evs,Strong_evs_Finland,1038,0.688631985,715
Finland,FIN,2003,cses,Church_cses,Church_cses_Finland,1196,0.877,1049
Finland,FIN,2005,wvs,Army_wvs,Army_wvs_Finland,1014,0.911,924
Finland,FIN,2005,wvs,EvDemoc_wvs,EvDemoc_wvs_Finland,1014,0.881118881,893
Finland,FIN,2005,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Finland,1014,0.926,939
Finland,FIN,2005,wvs,Strong_wvs,Strong_wvs_Finland,1014,0.76,771
Finland,FIN,2009,evs,Army_evs,Army_evs_Finland,1134,0.885890653,1005
Finland,FIN,2009,evs,Church_evs,Church_evs_Finland,1134,0.827160494,938
Finland,FIN,2009,evs,EvDemoc_evs,EvDemoc_evs_Finland,1134,0.81984127,930
Finland,FIN,2009,evs,Strong_evs,Strong_evs_Finland,1134,0.764285714,867
Finland,FIN,2012,ess,ImpDemoc_ess,ImpDemoc_ess_Finland,2184,0.93,2031
Finland,FIN,2017,evs,Army_evs,Army_evs_Finland,1199,0.898225753,1077
Finland,FIN,2017,evs,Church_evs,Church_evs_Finland,1199,0.914926953,1097
Finland,FIN,2017,evs,EvDemoc_evs,EvDemoc_evs_Finland,1199,0.914926953,1097
Finland,FIN,2017,evs,ImpDemoc_evs,ImpDemoc_evs_Finland,1199,0.949668462,1139
Finland,FIN,2017,evs,Strong_evs,Strong_evs_Finland,1199,0.842603652,1010
France,FRA,1988,eb,ThreeState_eb,ThreeState_eb_France,1001,0.773226773,774
France,FRA,1992,eb,ThreeState_eb,ThreeState_eb_France,1005,0.769154229,773
France,FRA,1997,eb,ThreeState_eb,ThreeState_eb_France,1006,0.681908549,686
France,FRA,1999,evs,Army_evs,Army_evs_France,1615,0.929226006,1501
France,FRA,1999,evs,Church_evs,Church_evs_France,1615,0.868482972,1403
France,FRA,1999,evs,EvDemoc_evs,EvDemoc_evs_France,1615,0.819628483,1324
France,FRA,1999,evs,Strong_evs,Strong_evs_France,1615,0.601052632,971
France,FRA,2002,cses,Church_cses,Church_cses_France,1000,0.885,885
France,FRA,2006,wvs,Army_wvs,Army_wvs_France,1001,0.866866867,868
France,FRA,2006,wvs,EvDemoc_wvs,EvDemoc_wvs_France,1001,0.877,878
France,FRA,2006,wvs,ImpDemoc_wvs,ImpDemoc_wvs_France,1001,0.903193613,904
France,FRA,2006,wvs,Strong_wvs,Strong_wvs_France,1001,0.645354645,646
France,FRA,2008,evs,Army_evs,Army_evs_France,1501,0.943171219,1416
France,FRA,2008,evs,Church_evs,Church_evs_France,1501,0.915656229,1374
France,FRA,2008,evs,EvDemoc_evs,EvDemoc_evs_France,1501,0.894403731,1343
France,FRA,2008,evs,Strong_evs,Strong_evs_France,1501,0.727981346,1093
France,FRA,2009,pew,Strong_pew_1,Strong_pew_1_France,1002,0.82,822
France,FRA,2012,ess,ImpDemoc_ess,ImpDemoc_ess_France,1951,0.828,1615
France,FRA,2015,pew,ImpDemoc_2_pew,ImpDemoc_2_pew_France,1001,0.66,661
France,FRA,2017,pew,Army_pew,Army_pew_France,1000,0.82,820
France,FRA,2017,pew,EvDemoc_pew,EvDemoc_pew_France,1000,0.81,810
France,FRA,2017,pew,Strong_pew_2,Strong_pew_2_France,1000,0.88,880
France,FRA,2018,evs,Army_evs,Army_evs_France,1870,0.83850755,1568
France,FRA,2018,evs,Church_evs,Church_evs_France,1870,0.89395156,1672
France,FRA,2018,evs,EvDemoc_evs,EvDemoc_evs_France,1870,0.89395156,1672
France,FRA,2018,evs,ImpDemoc_evs,ImpDemoc_evs_France,1870,0.893202757,1670
France,FRA,2018,evs,Strong_evs,Strong_evs_France,1870,0.714387463,1336
Gabon,GAB,2015,afb,Army_afrob,Army_afrob_Gabon,1198,0.698664441,837
Gabon,GAB,2015,afb,Party_afrob,Party_afrob_Gabon,1198,0.907345576,1087
Gabon,GAB,2015,afb,Strong_afrob,Strong_afrob_Gabon,1198,0.892320534,1069
Gabon,GAB,2015,afb,ThreeState_afrob,ThreeState_afrob_Gabon,1198,0.679465776,814
Gabon,GAB,2017,afb,Army_afrob,Army_afrob_Gabon,1199,0.705596453,846
Gabon,GAB,2017,afb,Party_afrob,Party_afrob_Gabon,1199,0.870582441,1044
Gabon,GAB,2017,afb,Strong_afrob,Strong_afrob_Gabon,1199,0.898124907,1077
Gabon,GAB,2017,afb,ThreeState_afrob,ThreeState_afrob_Gabon,1199,0.722126629,866
Gambia,GMB,2018,afb,Army_afrob,Army_afrob_Gambia,1200,0.780935243,937
Gambia,GMB,2018,afb,Party_afrob,Party_afrob_Gambia,1200,0.859075853,1031
Gambia,GMB,2018,afb,Strong_afrob,Strong_afrob_Gambia,1200,0.907813793,1089
Gambia,GMB,2018,afb,ThreeState_afrob,ThreeState_afrob_Gambia,1200,0.67685559,812
Georgia,GEO,1996,wvs,Army_wvs,Army_wvs_Georgia,2008,0.835164835,1677
Georgia,GEO,1996,wvs,Church_wvs,Church_wvs_Georgia,2008,0.781,1568
Georgia,GEO,1996,wvs,EvDemoc_wvs,EvDemoc_wvs_Georgia,2008,0.847847848,1702
Georgia,GEO,1996,wvs,Strong_wvs,Strong_wvs_Georgia,2008,0.312,626
Georgia,GEO,2008,evs,Army_evs,Army_evs_Georgia,1500,0.773333333,1160
Georgia,GEO,2008,evs,Church_evs,Church_evs_Georgia,1500,0.826,1239
Georgia,GEO,2008,evs,EvDemoc_evs,EvDemoc_evs_Georgia,1500,0.815,1222
Georgia,GEO,2008,evs,Strong_evs,Strong_evs_Georgia,1500,0.3646,547
Georgia,GEO,2008,wvs,Army_wvs,Army_wvs_Georgia,1500,0.736,1104
Georgia,GEO,2008,wvs,EvDemoc_wvs,EvDemoc_wvs_Georgia,1500,0.921,1382
Georgia,GEO,2008,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Georgia,1500,0.931,1396
Georgia,GEO,2008,wvs,Strong_wvs,Strong_wvs_Georgia,1500,0.377,566
Georgia,GEO,2014,wvs,Army_wvs,Army_wvs_Georgia,1202,0.780780781,938
Georgia,GEO,2014,wvs,EvDemoc_wvs,EvDemoc_wvs_Georgia,1202,0.792207792,952
Georgia,GEO,2014,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Georgia,1202,0.872,1048
Georgia,GEO,2014,wvs,Strong_wvs,Strong_wvs_Georgia,1202,0.349,419
Georgia,GEO,2018,evs,Army_evs,Army_evs_Georgia,2194,0.65972107,1447
Georgia,GEO,2018,evs,Church_evs,Church_evs_Georgia,2194,0.853621696,1873
Georgia,GEO,2018,evs,EvDemoc_evs,EvDemoc_evs_Georgia,2194,0.853621696,1873
Georgia,GEO,2018,evs,ImpDemoc_evs,ImpDemoc_evs_Georgia,2194,0.89312661,1960
Georgia,GEO,2018,evs,Strong_evs,Strong_evs_Georgia,2194,0.219892356,482
Germany,DEU,1988,eb,ThreeState_eb,ThreeState_eb_Germany,1051,0.831588963,874
Germany,DEU,1992,cdcee,Elec_cdcee,Elec_cdcee_Germany,1087,0.7985281,868
Germany,DEU,1992,eb,ThreeState_eb,ThreeState_eb_Germany,2177,0.810322686,1764
Germany,DEU,1997,eb,ThreeState_eb,ThreeState_eb_Germany,2069,0.63557274,1315
Germany,DEU,1997,wvs,Army_wvs,Army_wvs_Germany,2026,0.973,1971
Germany,DEU,1997,wvs,Church_wvs,Church_wvs_Germany,2026,0.902,1827
Germany,DEU,1997,wvs,EvDemoc_wvs,EvDemoc_wvs_Germany,2026,0.936936937,1898
Germany,DEU,1997,wvs,Strong_wvs,Strong_wvs_Germany,2026,0.839,1700
Germany,DEU,1999,evs,Army_evs,Army_evs_Germany,2036,0.94543222,1925
Germany,DEU,1999,evs,Church_evs,Church_evs_Germany,2036,0.929174853,1892
Germany,DEU,1999,evs,EvDemoc_evs,EvDemoc_evs_Germany,2036,0.90780943,1848
Germany,DEU,1999,evs,Strong_evs,Strong_evs_Germany,2036,0.795383104,1619
Germany,DEU,2000,cdcee,Church_cdcee,Church_cdcee_Germany,2035,0.8373405,1704
Germany,DEU,2000,cdcee,Elec_cdcee,Elec_cdcee_Germany,2035,0.8694983,1769
Germany,DEU,2002,cses,Church_cses,Church_cses_Germany,2000,0.884,1768
Germany,DEU,2002,pew,ImpDemoc_pew,ImpDemoc_pew_Germany,3023,0.79,2388
Germany,DEU,2006,wvs,Army_wvs,Army_wvs_Germany,2064,0.926,1911
Germany,DEU,2006,wvs,EvDemoc_wvs,EvDemoc_wvs_Germany,2064,0.924924925,1909
Germany,DEU,2006,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Germany,2064,0.953046953,1967
Germany,DEU,2006,wvs,Strong_wvs,Strong_wvs_Germany,2064,0.761761762,1572
Germany,DEU,2008,evs,Army_evs,Army_evs_Germany,2075,0.924385542,1918
Germany,DEU,2008,evs,Church_evs,Church_evs_Germany,2075,0.867855422,1801
Germany,DEU,2008,evs,EvDemoc_evs,EvDemoc_evs_Germany,2075,0.834457831,1731
Germany,DEU,2008,evs,Strong_evs,Strong_evs_Germany,2075,0.736915663,1529
Germany,DEU,2009,pew,Strong_pew_1,Strong_pew_1_Germany,1600,0.79,1264
Germany,DEU,2012,ess,ImpDemoc_ess,ImpDemoc_ess_Germany,2950,0.903,2664
Germany,DEU,2013,wvs,Army_wvs,Army_wvs_Germany,2046,0.940940941,1925
Germany,DEU,2013,wvs,EvDemoc_wvs,EvDemoc_wvs_Germany,2046,0.941,1925
Germany,DEU,2013,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Germany,2046,0.918,1878
Germany,DEU,2013,wvs,Strong_wvs,Strong_wvs_Germany,2046,0.754754755,1544
Germany,DEU,2015,pew,ImpDemoc_2_pew,ImpDemoc_2_pew_Germany,1000,0.76,760
Germany,DEU,2017,evs,Army_evs,Army_evs_Germany,2170,0.952534562,2067
Germany,DEU,2017,evs,Church_evs,Church_evs_Germany,2170,0.949308756,2060
Germany,DEU,2017,evs,EvDemoc_evs,EvDemoc_evs_Germany,2170,0.949308756,2060
Germany,DEU,2017,evs,ImpDemoc_evs,ImpDemoc_evs_Germany,2170,0.952073733,2066
Germany,DEU,2017,evs,Strong_evs,Strong_evs_Germany,2170,0.747004608,1621
Germany,DEU,2017,pew,Army_pew,Army_pew_Germany,1002,0.95,952
Germany,DEU,2017,pew,EvDemoc_pew,EvDemoc_pew_Germany,1002,0.9,902
Germany,DEU,2017,pew,Strong_pew_2,Strong_pew_2_Germany,1002,0.93,932
Germany,DEU,2018,wvs,Army_wvs,Army_wvs_Germany,1528,0.971204188,1484
Germany,DEU,2018,wvs,EvDemoc_wvs,EvDemoc_wvs_Germany,1528,0.963350785,1472
Germany,DEU,2018,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Germany,1528,0.964659686,1474
Germany,DEU,2018,wvs,Relig_wvs,Relig_wvs_Germany,1528,0.947643979,1448
Germany,DEU,2018,wvs,Strong_wvs,Strong_wvs_Germany,1528,0.702225131,1073
Ghana,GHA,1999,afb,Army_afrob,Army_afrob_Ghana,2005,0.876,1756
Ghana,GHA,1999,afb,Party_afrob,Party_afrob_Ghana,2005,0.782,1568
Ghana,GHA,1999,afb,Strong_afrob,Strong_afrob_Ghana,2005,0.863,1730
Ghana,GHA,1999,afb,ThreeState_afrob,ThreeState_afrob_Ghana,2005,0.75975976,1523
Ghana,GHA,2002,afb,Army_afrob,Army_afrob_Ghana,1200,0.83,996
Ghana,GHA,2002,afb,Party_afrob,Party_afrob_Ghana,1200,0.79,948
Ghana,GHA,2002,afb,Strong_afrob,Strong_afrob_Ghana,1200,0.815,978
Ghana,GHA,2002,afb,ThreeState_afrob,ThreeState_afrob_Ghana,1200,0.516,619
Ghana,GHA,2002,pew,ImpDemoc_pew,ImpDemoc_pew_Ghana,702,0.58,407
Ghana,GHA,2002,pew,Strong_pew_1,Strong_pew_1_Ghana,702,0.69,484
Ghana,GHA,2005,afb,Army_afrob,Army_afrob_Ghana,1197,0.826173826,989
Ghana,GHA,2005,afb,Party_afrob,Party_afrob_Ghana,1197,0.818181818,979
Ghana,GHA,2005,afb,Strong_afrob,Strong_afrob_Ghana,1197,0.849,1016
Ghana,GHA,2005,afb,ThreeState_afrob,ThreeState_afrob_Ghana,1197,0.75,898
Ghana,GHA,2007,pew,ImpDemoc_pew,ImpDemoc_pew_Ghana,707,0.63,445
Ghana,GHA,2007,pew,Strong_pew_1,Strong_pew_1_Ghana,707,0.76,537
Ghana,GHA,2007,wvs,Army_wvs,Army_wvs_Ghana,707,0.815815816,577
Ghana,GHA,2007,wvs,EvDemoc_wvs,EvDemoc_wvs_Ghana,707,0.952047952,673
Ghana,GHA,2007,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Ghana,707,0.968031968,684
Ghana,GHA,2007,wvs,Strong_wvs,Strong_wvs_Ghana,707,0.756,534
Ghana,GHA,2008,afb,Army_afrob,Army_afrob_Ghana,1200,0.779,935
Ghana,GHA,2008,afb,Party_afrob,Party_afrob_Ghana,1200,0.811,973
Ghana,GHA,2008,afb,Strong_afrob,Strong_afrob_Ghana,1200,0.836,1003
Ghana,GHA,2008,afb,ThreeState_afrob,ThreeState_afrob_Ghana,1200,0.781,937
Ghana,GHA,2011,wvs,Army_wvs,Army_wvs_Ghana,1552,0.801801802,1244
Ghana,GHA,2011,wvs,EvDemoc_wvs,EvDemoc_wvs_Ghana,1552,0.956,1484
Ghana,GHA,2011,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Ghana,1552,0.925074925,1436
Ghana,GHA,2011,wvs,Strong_wvs,Strong_wvs_Ghana,1552,0.856,1329
Ghana,GHA,2012,afb,Army_afrob,Army_afrob_Ghana,2400,0.864,2074
Ghana,GHA,2012,afb,Party_afrob,Party_afrob_Ghana,2400,0.896,2150
Ghana,GHA,2012,afb,Strong_afrob,Strong_afrob_Ghana,2400,0.911911912,2189
Ghana,GHA,2012,afb,ThreeState_afrob,ThreeState_afrob_Ghana,2400,0.817,1961
Ghana,GHA,2013,pew,ImpDemoc_pew,ImpDemoc_pew_Ghana,799,0.77,615
Ghana,GHA,2013,pew,Strong_pew_1,Strong_pew_1_Ghana,799,0.74,591
Ghana,GHA,2013,pew,ThreeState_pew,ThreeState_pew_Ghana,799,0.77,615
Ghana,GHA,2014,afb,Army_afrob,Army_afrob_Ghana,2400,0.715,1716
Ghana,GHA,2014,afb,Party_afrob,Party_afrob_Ghana,2400,0.832916667,1999
Ghana,GHA,2014,afb,Strong_afrob,Strong_afrob_Ghana,2400,0.875,2100
Ghana,GHA,2014,afb,ThreeState_afrob,ThreeState_afrob_Ghana,2400,0.68375,1641
Ghana,GHA,2015,pew,ImpDemoc_2_pew,ImpDemoc_2_pew_Ghana,1000,0.74,740
Ghana,GHA,2017,afb,Army_afrob,Army_afrob_Ghana,2400,0.717177567,1721
Ghana,GHA,2017,afb,Party_afrob,Party_afrob_Ghana,2400,0.803292089,1928
Ghana,GHA,2017,afb,Strong_afrob,Strong_afrob_Ghana,2400,0.879081765,2110
Ghana,GHA,2017,afb,ThreeState_afrob,ThreeState_afrob_Ghana,2400,0.810725358,1946
Ghana,GHA,2017,pew,Army_pew,Army_pew_Ghana,1129,0.52,587
Ghana,GHA,2017,pew,EvDemoc_pew,EvDemoc_pew_Ghana,1129,0.85,960
Ghana,GHA,2017,pew,Strong_pew_2,Strong_pew_2_Ghana,1129,0.66,745
Greece,GRC,1988,eb,ThreeState_eb,ThreeState_eb_Greece,1000,0.896,896
Greece,GRC,1992,eb,ThreeState_eb,ThreeState_eb_Greece,1000,0.904,904
Greece,GRC,1997,eb,ThreeState_eb,ThreeState_eb_Greece,1010,0.878217822,887
Greece,GRC,1999,evs,Army_evs,Army_evs_Greece,1142,0.880910683,1006
Greece,GRC,1999,evs,Church_evs,Church_evs_Greece,1142,0.956217163,1092
Greece,GRC,1999,evs,EvDemoc_evs,EvDemoc_evs_Greece,1142,0.965849387,1103
Greece,GRC,1999,evs,Strong_evs,Strong_evs_Greece,1142,0.897548161,1025
Greece,GRC,2008,evs,Army_evs,Army_evs_Greece,1500,0.895733333,1344
Greece,GRC,2008,evs,Church_evs,Church_evs_Greece,1500,0.949666667,1425
Greece,GRC,2008,evs,EvDemoc_evs,EvDemoc_evs_Greece,1500,0.962933333,1444
Greece,GRC,2008,evs,Strong_evs,Strong_evs_Greece,1500,0.906866667,1360
Greece,GRC,2017,pew,Army_pew,Army_pew_Greece,852,0.91,775
Greece,GRC,2017,pew,EvDemoc_pew,EvDemoc_pew_Greece,852,0.78,665
Greece,GRC,2017,pew,Strong_pew_2,Strong_pew_2_Greece,852,0.87,741
Greece,GRC,2017,wvs,Army_wvs,Army_wvs_Greece,1200,0.92813841,1114
Greece,GRC,2017,wvs,EvDemoc_wvs,EvDemoc_wvs_Greece,1200,0.974192837,1169
Greece,GRC,2017,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Greece,1200,0.982659953,1179
Greece,GRC,2017,wvs,Relig_wvs,Relig_wvs_Greece,1200,0.82863426,994
Greece,GRC,2017,wvs,Strong_wvs,Strong_wvs_Greece,1200,0.887629766,1065
Grenada,GRD,2016,lapop,Church_lapop,Church_lapop_Grenada,1004,0.549800797,552
Guatemala,GTM,1996,lb,ThreeState_lb,ThreeState_lb_Guatemala,1001,0.504,505
Guatemala,GTM,1997,lb,ThreeState_lb,ThreeState_lb_Guatemala,1000,0.478,478
Guatemala,GTM,1998,lb,ThreeState_lb,ThreeState_lb_Guatemala,1000,0.535,535
Guatemala,GTM,2000,lb,ThreeState_lb,ThreeState_lb_Guatemala,989,0.449449449,445
Guatemala,GTM,2001,lb,ThreeState_lb,ThreeState_lb_Guatemala,1002,0.328,329
Guatemala,GTM,2002,lb,Church_lb,Church_lb_Guatemala,500,0.669,334
Guatemala,GTM,2002,lb,ThreeState_lb,ThreeState_lb_Guatemala,500,0.452547453,226
Guatemala,GTM,2003,lb,Church_lb,Church_lb_Guatemala,1006,0.367,369
Guatemala,GTM,2003,lb,ThreeState_lb,ThreeState_lb_Guatemala,1006,0.33033033,332
Guatemala,GTM,2004,lapop,Church_lapop,Church_lapop_Guatemala,1000,0.43852459,439
Guatemala,GTM,2004,lapop,Strong_lapop,Strong_lapop_Guatemala,1000,0.720725995,721
Guatemala,GTM,2004,lapop,ThreeState_lapop,ThreeState_lapop_Guatemala,1000,0.464871194,465
Guatemala,GTM,2004,lb,Church_lb,Church_lb_Guatemala,1000,0.534343434,534
Guatemala,GTM,2004,lb,ThreeState_lb,ThreeState_lb_Guatemala,1000,0.351,351
Guatemala,GTM,2005,lb,Church_lb,Church_lb_Guatemala,1000,0.62,620
Guatemala,GTM,2005,lb,ThreeState_lb,ThreeState_lb_Guatemala,1000,0.322,322
Guatemala,GTM,2005,wvs,Army_wvs,Army_wvs_Guatemala,1000,0.729270729,729
Guatemala,GTM,2005,wvs,EvDemoc_wvs,EvDemoc_wvs_Guatemala,1000,0.85,850
Guatemala,GTM,2005,wvs,Strong_wvs,Strong_wvs_Guatemala,1000,0.408,408
Guatemala,GTM,2006,lapop,Church_lapop,Church_lapop_Guatemala,1000,0.632843792,633
Guatemala,GTM,2006,lapop,Strong_lapop,Strong_lapop_Guatemala,1000,0.644859813,645
Guatemala,GTM,2006,lapop,ThreeState_lapop,ThreeState_lapop_Guatemala,1000,0.576769025,577
Guatemala,GTM,2006,lb,Church_lb,Church_lb_Guatemala,1000,0.686,686
Guatemala,GTM,2006,lb,ThreeState_lb,ThreeState_lb_Guatemala,1000,0.408,408
Guatemala,GTM,2007,lb,Church_lb,Church_lb_Guatemala,1000,0.525,525
Guatemala,GTM,2007,lb,ThreeState_lb,ThreeState_lb_Guatemala,1000,0.315,315
Guatemala,GTM,2008,lapop,Church_lapop,Church_lapop_Guatemala,1000,0.466840052,467
Guatemala,GTM,2008,lapop,Strong_lapop,Strong_lapop_Guatemala,1000,0.700260078,700
Guatemala,GTM,2008,lapop,ThreeState_lapop,ThreeState_lapop_Guatemala,1000,0.572171651,572
Guatemala,GTM,2008,lb,Church_lb,Church_lb_Guatemala,1000,0.583,583
Guatemala,GTM,2008,lb,ThreeState_lb,ThreeState_lb_Guatemala,1000,0.339,339
Guatemala,GTM,2009,lb,Church_lb,Church_lb_Guatemala,1000,0.721,721
Guatemala,GTM,2009,lb,ThreeState_lb,ThreeState_lb_Guatemala,1000,0.414414414,414
Guatemala,GTM,2010,lapop,Church_lapop,Church_lapop_Guatemala,1000,0.522606383,523
